packet_count,byte_count,duration_sec,byte_rate,label
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,50,4.76,0
2,140,50,2.8,0
146,15090,52,290.1923076923077,0
61,3660,54,67.77777777777777,0
1233570,81416016,53,1536151.2452830188,0
1897721,83292137894,53,1571549771.5849056,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
144,14936,54,276.5925925925926,0
122,7320,54,135.55555555555554,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,52,4.576923076923077,0
2,140,52,2.6923076923076925,0
151,15450,54,286.1111111111111,0
119,7140,54,132.22222222222223,0
1233570,81416016,53,1536151.2452830188,0
1897721,83292137894,53,1571549771.5849056,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
152,15506,54,287.14814814814815,0
59,3540,54,65.55555555555556,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,52,4.576923076923077,0
2,140,52,2.6923076923076925,0
146,15090,54,279.44444444444446,0
121,7260,54,134.44444444444446,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
3,238,53,4.490566037735849,0
2,140,53,2.641509433962264,0
153,15590,54,288.7037037037037,0
63,3780,56,67.5,0
1233570,81416016,55,1480291.2,0
1897721,83292137894,55,1514402507.1636364,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
146,15076,56,269.2142857142857,0
126,7560,56,135.0,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,54,4.407407407407407,0
2,140,54,2.5925925925925926,0
152,15520,56,277.14285714285717,0
61,3660,56,65.35714285714286,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,54,4.407407407407407,0
2,140,54,2.5925925925925926,0
147,15160,56,270.7142857142857,0
124,7440,56,132.85714285714286,0
1233570,81416016,55,1480291.2,0
1897721,83292137894,55,1514402507.1636364,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
153,15576,56,278.14285714285717,0
125,7500,56,133.92857142857142,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
3,238,55,4.327272727272727,0
2,140,55,2.5454545454545454,0
154,15660,56,279.64285714285717,0
130,7800,58,134.48275862068965,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,56,4.25,0
2,140,56,2.5,0
154,15660,58,270.0,0
65,3900,58,67.24137931034483,0
1233570,81416016,57,1428351.1578947369,0
1897721,83292137894,57,1461265577.0877192,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
147,15146,58,261.13793103448273,0
64,3840,58,66.20689655172414,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,56,2.5,0
149,15300,58,263.7931034482759,0
128,7680,58,132.41379310344828,0
1233570,81416016,57,1428351.1578947369,0
1897721,83292137894,57,1461265577.0877192,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
154,15646,58,269.7586206896552,0
130,7800,58,134.48275862068965,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
3,238,57,4.175438596491228,0
2,140,57,2.456140350877193,0
156,15800,58,272.41379310344826,0
134,8040,60,134.0,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,58,4.103448275862069,0
2,140,58,2.413793103448276,0
156,15800,60,263.3333333333333,0
66,3960,60,66.0,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,58,2.413793103448276,0
151,15440,60,257.3333333333333,0
67,4020,60,67.0,0
1233570,81416016,59,1379932.4745762711,0
1897721,83292137894,59,1411731150.7457628,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
150,15356,60,255.93333333333334,0
133,7980,60,133.0,0
1233570,81416016,59,1379932.4745762711,0
1897721,83292137894,59,1411731150.7457628,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
157,15856,60,264.26666666666665,0
134,8040,60,134.0,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
3,238,59,4.033898305084746,0
2,140,59,2.3728813559322033,0
158,15940,60,265.6666666666667,0
140,8400,62,135.48387096774192,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,60,2.3333333333333335,0
158,15940,62,257.0967741935484,0
68,4080,62,65.80645161290323,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,60,2.3333333333333335,0
153,15580,62,251.29032258064515,0
137,8220,62,132.58064516129033,0
1233570,81416016,61,1334688.786885246,0
1897721,83292137894,61,1365444883.5081968,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
159,15996,62,258.0,0
70,4200,62,67.74193548387096,0
1233570,81416016,61,1334688.786885246,0
1897721,83292137894,61,1365444883.5081968,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
152,15496,62,249.93548387096774,0
138,8280,62,133.5483870967742,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
3,238,61,3.901639344262295,0
2,140,61,2.2950819672131146,0
160,16080,62,259.35483870967744,0
72,4320,64,67.5,0
1233570,81416016,63,1292317.7142857143,0
1897721,83292137894,63,1322097426.8888888,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
154,15710,64,245.46875,0
70,4200,64,65.625,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,62,2.2580645161290325,0
154,15687,64,245.109375,0
144,8640,64,135.0,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,62,2.2580645161290325,0
160,16154,64,252.40625,0
143,8580,64,134.0625,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
162,16294,64,254.59375,0
141,8460,64,132.1875,0
1233570,81416016,63,1292317.7142857143,0
1897721,83292137894,63,1322097426.8888888,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
3,238,63,3.7777777777777777,0
2,140,63,2.2222222222222223,0
160,16103,64,251.609375,0
3,180,1,180.0,1
2,196,1,196.0,1
1,98,1,98.0,1
60815,2554342,1,2554342.0,1
7,518,1,518.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
56,4323,1,4323.0,1
5,300,1,300.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
70,5995,1,5995.0,1
4,240,1,240.0,1
2,196,1,196.0,1
1,98,1,98.0,1
60815,2554342,1,2554342.0,1
7,518,1,518.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
68,5643,1,5643.0,1
4,240,1,240.0,1
60815,2554342,1,2554342.0,1
7,518,1,518.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
72,6135,1,6135.0,1
3,180,1,180.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
2,196,1,196.0,1
1,98,1,98.0,1
69,6290,1,6290.0,1
5,300,3,100.0,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
296002,12432196,3,4144065.3333333335,1
9,658,3,219.33333333333334,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
91,9762,3,3254.0,1
8,480,3,160.0,1
296005,12432322,3,4144107.3333333335,1
9,658,3,219.33333333333334,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
101,10616,3,3538.6666666666665,1
5,300,3,100.0,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
92,9970,3,3323.3333333333335,1
9,540,3,180.0,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
296006,12432364,3,4144121.3333333335,1
9,658,3,219.33333333333334,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
99,10446,3,3482.0,1
10,600,3,200.0,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
2,196,3,65.33333333333333,1
1,98,3,32.666666666666664,1
98,10276,3,3425.3333333333335,1
7,420,5,84.0,1
3,238,5,47.6,1
2,140,5,28.0,1
543168,22813168,5,4562633.6,1
12,840,5,168.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
103,11010,5,2202.0,1
7,420,5,84.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
106,11618,5,2323.6,1
13,780,5,156.0,1
3,238,5,47.6,1
2,140,5,28.0,1
543173,22813378,5,4562675.6,1
12,840,5,168.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
111,11694,5,2338.8,1
14,840,5,168.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
112,11924,5,2384.8,1
13,780,5,156.0,1
543172,22813336,5,4562667.2,1
12,840,5,168.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
3,238,5,47.6,1
2,140,5,28.0,1
115,12134,5,2426.8,1
10,600,7,85.71428571428571,1
3,238,7,34.0,1
2,140,7,20.0,1
773289,32478250,7,4639750.0,1
14,980,7,140.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
110,12020,7,1717.142857142857,1
10,600,7,85.71428571428571,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
110,12028,7,1718.2857142857142,1
18,1080,7,154.28571428571428,1
773292,32478376,7,4639768.0,1
14,980,7,140.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
119,12674,7,1810.5714285714287,1
18,1080,7,154.28571428571428,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
117,12534,7,1790.5714285714287,1
17,1020,7,145.71428571428572,1
3,238,7,34.0,1
2,140,7,20.0,1
773293,32478418,7,4639774.0,1
14,980,7,140.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
3,238,7,34.0,1
2,140,7,20.0,1
117,12504,7,1786.2857142857142,1
12,720,9,80.0,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
993018,41706868,9,4634096.444444444,1
16,1120,9,124.44444444444444,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
114,12448,9,1383.111111111111,1
22,1320,9,146.66666666666666,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
993022,41707036,9,4634115.111111111,1
16,1120,9,124.44444444444444,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
121,12932,9,1436.888888888889,1
22,1320,9,146.66666666666666,1
993021,41706994,9,4634110.444444444,1
16,1120,9,124.44444444444444,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
123,13102,9,1455.7777777777778,1
12,720,9,80.0,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
114,12456,9,1384.0,1
23,1380,9,153.33333333333334,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
3,238,9,26.444444444444443,1
2,140,9,15.555555555555555,1
121,12962,9,1440.2222222222222,1
14,840,11,76.36363636363636,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
1234164,51835000,11,4712272.7272727275,1
18,1260,11,114.54545454545455,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
114,12448,11,1131.6363636363637,1
27,1620,11,147.27272727272728,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
121,12962,11,1178.3636363636363,1
14,840,11,76.36363636363636,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
114,12456,11,1132.3636363636363,1
26,1560,11,141.8181818181818,1
1234167,51835126,11,4712284.181818182,1
18,1260,11,114.54545454545455,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
123,13102,11,1191.090909090909,1
27,1620,11,147.27272727272728,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
1234167,51835126,11,4712284.181818182,1
18,1260,11,114.54545454545455,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
3,238,11,21.636363636363637,1
2,140,11,12.727272727272727,1
121,12932,11,1175.6363636363637,1
16,960,13,73.84615384615384,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
1485564,62393800,13,4799523.076923077,1
20,1400,13,107.6923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
117,12658,13,973.6923076923077,1
31,1860,13,143.07692307692307,1
1485566,62393884,13,4799529.538461538,1
20,1400,13,107.6923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
128,13452,13,1034.7692307692307,1
31,1860,13,143.07692307692307,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
1485567,62393926,13,4799532.769230769,1
20,1400,13,107.6923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
125,13212,13,1016.3076923076923,1
32,1920,13,147.69230769230768,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
3,238,13,18.307692307692307,1
2,140,13,10.76923076923077,1
