packet_count,byte_count,duration_sec,byte_rate,label
61,3660,28,130.71428571428572,0
541646,35748736,27,1324027.2592592593,0
843238,37076218912,27,1373193293.0370371,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
140,14518,28,518.5,0
63,3780,28,135.0,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
3,238,27,8.814814814814815,0
2,140,27,5.185185185185185,0
142,14672,28,524.0,0
68,4080,30,136.0,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,28,8.5,0
2,140,28,5.0,0
144,14812,30,493.73333333333335,0
33,1980,30,66.0,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,28,8.5,0
2,140,28,5.0,0
139,14452,30,481.73333333333335,0
67,4020,30,134.0,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
146,14952,30,498.4,0
34,2040,30,68.0,0
661886,43684576,29,1506364.6896551724,0
1030905,45328708358,29,1563058908.8965516,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
138,14368,30,478.93333333333334,0
66,3960,30,132.0,0
661886,43684576,29,1506364.6896551724,0
1030904,45328643132,29,1563056659.724138,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
3,238,29,8.206896551724139,0
2,140,29,4.827586206896552,0
145,14868,30,495.6,0
72,4320,32,135.0,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,30,7.933333333333334,0
2,140,30,4.666666666666667,0
147,15096,32,471.75,0
71,4260,32,133.125,0
789629,52115614,31,1681148.8387096773,0
1225039,53833151794,31,1736553283.6774194,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
147,15045,32,470.15625,0
36,2160,32,67.5,0
789628,52115548,31,1681146.7096774194,0
1225040,53833217020,31,1736555387.7419355,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
141,14652,32,457.875,0
35,2100,32,65.625,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,30,7.933333333333334,0
2,140,30,4.666666666666667,0
142,14699,32,459.34375,0
72,4320,32,135.0,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
3,238,31,7.67741935483871,0
2,140,31,4.516129032258065,0
149,15236,32,476.125,0
76,4560,34,134.11764705882354,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,32,7.4375,0
2,140,32,4.375,0
151,15450,34,454.4117647058824,0
39,2340,34,68.82352941176471,0
922040,60854740,33,1844083.0303030303,0
1426812,62673053524,33,1899183440.121212,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
144,14936,34,439.29411764705884,0
37,2220,34,65.29411764705883,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,32,7.4375,0
2,140,32,4.375,0
146,15090,34,443.8235294117647,0
75,4500,34,132.35294117647058,0
922040,60854740,33,1844083.0303030303,0
1426811,62672988298,33,1899181463.5757575,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
152,15506,34,456.05882352941177,0
76,4560,34,134.11764705882354,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
3,238,33,7.212121212121212,0
2,140,33,4.242424242424242,0
153,15590,34,458.52941176470586,0
82,4920,36,136.66666666666666,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,34,7.0,0
2,140,34,4.117647058823529,0
151,15450,36,429.1666666666667,0
81,4860,36,135.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
153,15590,36,433.05555555555554,0
41,2460,36,68.33333333333333,0
1054780,69615580,35,1989016.5714285714,0
1627393,71455140494,35,2041575442.6857142,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
144,14936,36,414.8888888888889,0
39,2340,36,65.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,34,7.0,0
2,140,34,4.117647058823529,0
146,15090,36,419.1666666666667,0
79,4740,36,131.66666666666666,0
1054780,69615580,35,1989016.5714285714,0
1627393,71455140494,35,2041575442.6857142,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
3,238,35,6.8,0
2,140,35,4.0,0
152,15506,36,430.72222222222223,0
86,5160,38,135.78947368421052,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,36,6.611111111111111,0
2,140,36,3.888888888888889,0
151,15450,38,406.57894736842104,0
41,2460,38,64.73684210526316,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,36,6.611111111111111,0
2,140,36,3.888888888888889,0
146,15090,38,397.10526315789474,0
85,5100,38,134.21052631578948,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
153,15590,38,410.2631578947368,0
84,5040,38,132.6315789473684,0
1187489,78374374,37,2118226.3243243243,0
1827558,80218062632,37,2168055746.810811,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
152,15506,38,408.05263157894734,0
43,2580,38,67.89473684210526,0
1187489,78374374,37,2118226.3243243243,0
1827558,80218062632,37,2168055746.810811,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
3,238,37,6.4324324324324325,0
2,140,37,3.7837837837837838,0
144,14936,38,393.05263157894734,0
45,2700,40,67.5,0
1233559,81414994,39,2087563.9487179487,0
1897710,83292136872,39,2135695817.2307692,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
144,14936,40,373.4,0
90,5400,40,135.0,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,38,6.2631578947368425,0
2,140,38,3.6842105263157894,0
151,15450,40,386.25,0
90,5400,40,135.0,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
153,15590,40,389.75,0
44,2640,40,66.0,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,38,6.2631578947368425,0
2,140,38,3.6842105263157894,0
146,15090,40,377.25,0
88,5280,40,132.0,0
1233559,81414994,39,2087563.9487179487,0
1897710,83292136872,39,2135695817.2307692,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
3,238,39,6.102564102564102,0
2,140,39,3.58974358974359,0
152,15506,40,387.65,0
47,2820,42,67.14285714285714,0
1233560,81415092,41,1985733.9512195121,0
1897711,83292136970,41,2031515535.8536584,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
144,14936,42,355.6190476190476,0
93,5580,42,132.85714285714286,0
1233560,81415092,41,1985733.9512195121,0
1897711,83292136970,41,2031515535.8536584,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
152,15506,42,369.1904761904762,0
46,2760,42,65.71428571428571,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,40,5.95,0
2,140,40,3.5,0
146,15090,42,359.2857142857143,0
94,5640,42,134.28571428571428,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
153,15590,42,371.1904761904762,0
94,5640,42,134.28571428571428,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,41,5.804878048780488,0
2,140,41,3.4146341463414633,0
3,238,40,5.95,0
2,140,40,3.5,0
151,15450,42,367.85714285714283,0
50,3000,44,68.18181818181819,0
1233562,81415288,43,1893378.7906976745,0
1897713,83292137166,43,1937026445.7209303,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
144,14936,44,339.45454545454544,0
48,2880,44,65.45454545454545,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,42,5.666666666666667,0
2,140,42,3.3333333333333335,0
146,15090,44,342.95454545454544,0
97,5820,44,132.27272727272728,0
1233562,81415288,43,1893378.7906976745,0
1897713,83292137166,43,1937026445.7209303,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
152,15506,44,352.40909090909093,0
100,6000,44,136.36363636363637,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,42,5.666666666666667,0
2,140,42,3.3333333333333335,0
151,15450,44,351.1363636363636,0
98,5880,44,133.63636363636363,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
3,238,43,5.534883720930233,0
2,140,43,3.255813953488372,0
153,15590,44,354.3181818181818,0
104,6240,46,135.65217391304347,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,44,5.409090909090909,0
2,140,44,3.1818181818181817,0
151,15450,46,335.8695652173913,0
101,6060,46,131.7391304347826,0
1233564,81415484,45,1809232.9777777777,0
1897715,83292137362,45,1850936385.8222222,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
152,15506,46,337.0869565217391,0
50,3000,46,65.21739130434783,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,44,5.409090909090909,0
2,140,44,3.1818181818181817,0
146,15090,46,328.04347826086956,0
103,6180,46,134.34782608695653,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
153,15590,46,338.9130434782609,0
52,3120,46,67.82608695652173,0
1233564,81415484,45,1809232.9777777777,0
1897715,83292137362,45,1850936385.8222222,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
3,238,45,5.288888888888889,0
2,140,45,3.111111111111111,0
144,14936,46,324.69565217391306,0
108,6480,48,135.0,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,46,5.173913043478261,0
2,140,46,3.0434782608695654,0
151,15450,48,321.875,0
107,6420,48,133.75,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
153,15590,48,324.7916666666667,0
54,3240,48,67.5,0
1233566,81415624,47,1732247.319148936,0
1897717,83292137502,47,1772173138.3404255,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
144,14936,48,311.1666666666667,0
106,6360,48,132.5,0
1233566,81415624,47,1732247.319148936,0
1897717,83292137502,47,1772173138.3404255,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
152,15506,48,323.0416666666667,0
53,3180,48,66.25,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,47,5.0638297872340425,0
2,140,47,2.978723404255319,0
3,238,46,5.173913043478261,0
2,140,46,3.0434782608695654,0
146,15090,48,314.375,0
56,3360,50,67.2,0
1233568,81415820,49,1661547.3469387756,0
1897719,83292137698,49,1699839544.857143,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
144,14936,50,298.72,0
55,3300,50,66.0,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,48,4.958333333333333,0
2,140,48,2.9166666666666665,0
146,15090,50,301.8,0
112,6720,50,134.4,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
153,15590,50,311.8,0
112,6720,50,134.4,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,48,4.958333333333333,0
2,140,48,2.9166666666666665,0
151,15450,50,309.0,0
111,6660,50,133.2,0
1233568,81415820,49,1661547.3469387756,0
1897719,83292137698,49,1699839544.857143,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
3,238,49,4.857142857142857,0
2,140,49,2.857142857142857,0
152,15506,50,310.12,0
59,3540,52,68.07692307692308,0
1233570,81416016,51,1596392.4705882352,0
1897721,83292137894,51,1633179174.3921568,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
144,14936,52,287.2307692307692,0
116,6960,52,133.84615384615384,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,50,4.76,0
2,140,50,2.8,0
151,15450,52,297.11538461538464,0
115,6900,52,132.69230769230768,0
1233570,81416016,51,1596392.4705882352,0
1897721,83292137894,51,1633179174.3921568,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
152,15506,52,298.1923076923077,0
116,6960,52,133.84615384615384,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
153,15590,52,299.8076923076923,0
57,3420,52,65.76923076923077,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
3,238,51,4.666666666666667,0
2,140,51,2.7450980392156863,0
